lon,lat,longitude,latitude
-89.4012302,43.0730517,-89.4012302,43.0730517
-82.9000751,32.1656221,-82.9000751,32.1656221
-97.938351,29.888411,-97.938351,29.888411
-91.1871466,30.4514677,-91.1871466,30.4514677
-95.712891,37.09024,-95.712891,37.09024
-95.712891,37.09024,-95.712891,37.09024
-77.0947092,38.984652,-77.0947092,38.984652
-77.0368707,38.9071923,-77.0368707,38.9071923
-74.0059728,40.7127753,-74.0059728,40.7127753
-96.9488945,32.8140177,-96.9488945,32.8140177
-99.7595898,29.2177737,-99.7595898,29.2177737
-73.8166179,40.7552678,-73.8166179,40.7552678
-95.712891,37.09024,-95.712891,37.09024
-0.137163,50.82253,-0.137163,50.82253
-95.7243335,37.2321077,-95.7243335,37.2321077
-74.0059728,40.7127753,-74.0059728,40.7127753
-78.183406,-1.831239,-78.183406,-1.831239
-79.0058965,-2.9001285,-79.0058965,-2.9001285
-73.087749,41.6032207,-73.087749,41.6032207
-79.9958864,40.4406248,-79.9958864,40.4406248
-111.4158662,56.7750269,-111.4158662,56.7750269
-75.1652215,39.9525839,-75.1652215,39.9525839
-118.9070887,34.1805403,-118.9070887,34.1805403
-89.3985283,40.6331249,-89.3985283,40.6331249
NA,NA,NA,NA
-78.4678382,-0.1806532,-78.4678382,-0.1806532
-87.625263,41.88781,-87.625263,41.88781
-96.3344068,30.627977,-96.3344068,30.627977
-97.5164276,35.4675602,-97.5164276,35.4675602
-76.568141,44.2618708,-76.568141,44.2618708
-106.346771,56.130366,-106.346771,56.130366
-75.1500233,39.9488737,-75.1500233,39.9488737
-112.5837766,33.3703197,-112.5837766,33.3703197
-122.3320708,47.6062095,-122.3320708,47.6062095
-78.183406,-1.831239,-78.183406,-1.831239
-97.222101,49.897617,-97.222101,49.897617
-86.2519898,41.6763545,-86.2519898,41.6763545
-122.4194155,37.7749295,-122.4194155,37.7749295
-95.712891,37.09024,-95.712891,37.09024
-99.133208,19.4326077,-99.133208,19.4326077
-117.2399296,47.6573949,-117.2399296,47.6573949
-90.1994042,38.6270025,-90.1994042,38.6270025
153.0251235,-27.4697707,153.0251235,-27.4697707
-79.3831843,43.653226,-79.3831843,43.653226
-111.0937311,34.0489281,-111.0937311,34.0489281
NA,NA,NA,NA
0.290472,50.768035,0.290472,50.768035
-73.8205567,45.4895636,-73.8205567,45.4895636
